evaluations raw_y
1 -48.0000000000
11 -36.0000000000
20 -24.0000000000
174 -12.0000000000
466 0.0000000000
1080 12.0000000000
5000 12.0000000000
evaluations raw_y
1 -72.0000000000
5 -60.0000000000
12 -48.0000000000
20 -36.0000000000
22 -24.0000000000
24 -12.0000000000
129 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -36.0000000000
15 -12.0000000000
1503 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -36.0000000000
75 -12.0000000000
1249 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -72.0000000000
2 -24.0000000000
107 -12.0000000000
572 0.0000000000
5000 -48.0000000000
evaluations raw_y
1 -36.0000000000
4 -24.0000000000
45 -12.0000000000
178 0.0000000000
764 12.0000000000
5000 -36.0000000000
evaluations raw_y
1 -84.0000000000
2 -72.0000000000
3 -60.0000000000
6 -36.0000000000
28 -24.0000000000
109 -12.0000000000
350 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -84.0000000000
2 -24.0000000000
51 -12.0000000000
365 0.0000000000
612 12.0000000000
5000 -24.0000000000
evaluations raw_y
1 -60.0000000000
5 -48.0000000000
12 -36.0000000000
34 -24.0000000000
175 -12.0000000000
301 0.0000000000
5000 -24.0000000000
evaluations raw_y
1 -48.0000000000
8 -36.0000000000
21 -24.0000000000
122 -12.0000000000
270 0.0000000000
5000 -24.0000000000
evaluations raw_y
1 -48.0000000000
8 -36.0000000000
46 -24.0000000000
94 -12.0000000000
239 0.0000000000
472 12.0000000000
5000 -24.0000000000
evaluations raw_y
1 -48.0000000000
4 -36.0000000000
5 -24.0000000000
79 -12.0000000000
545 0.0000000000
5000 -24.0000000000
evaluations raw_y
1 -36.0000000000
9 -24.0000000000
42 -12.0000000000
837 0.0000000000
5000 -36.0000000000
evaluations raw_y
1 -96.0000000000
2 -72.0000000000
3 -60.0000000000
4 -36.0000000000
7 -24.0000000000
89 -12.0000000000
371 0.0000000000
763 12.0000000000
5000 12.0000000000
evaluations raw_y
1 -24.0000000000
215 -12.0000000000
455 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -60.0000000000
9 -48.0000000000
14 -24.0000000000
32 -12.0000000000
235 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -48.0000000000
11 -36.0000000000
82 -24.0000000000
204 -12.0000000000
1345 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -48.0000000000
2 -36.0000000000
26 -24.0000000000
82 12.0000000000
5000 12.0000000000
evaluations raw_y
1 -60.0000000000
3 -48.0000000000
9 -36.0000000000
19 -24.0000000000
114 -12.0000000000
136 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -72.0000000000
3 -48.0000000000
4 -36.0000000000
6 -24.0000000000
11 -12.0000000000
547 0.0000000000
1201 12.0000000000
5000 -24.0000000000
