evaluations raw_y
1 -33.0000000000
43 -22.0000000000
105 -11.0000000000
200 0.0000000000
5000 -22.0000000000
evaluations raw_y
1 -44.0000000000
9 -22.0000000000
117 -11.0000000000
323 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -66.0000000000
4 -55.0000000000
5 -44.0000000000
10 -22.0000000000
115 0.0000000000
2212 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -66.0000000000
2 -44.0000000000
8 -22.0000000000
46 -11.0000000000
400 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -33.0000000000
11 -22.0000000000
141 -11.0000000000
172 0.0000000000
417 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -33.0000000000
2 -22.0000000000
59 0.0000000000
541 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -77.0000000000
2 -44.0000000000
3 -33.0000000000
11 -22.0000000000
123 -11.0000000000
229 0.0000000000
604 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -44.0000000000
2 -22.0000000000
36 -11.0000000000
230 0.0000000000
2156 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -55.0000000000
3 -22.0000000000
27 -11.0000000000
342 0.0000000000
757 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -44.0000000000
2 -33.0000000000
26 -11.0000000000
274 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -44.0000000000
10 -22.0000000000
29 -11.0000000000
363 0.0000000000
5000 -33.0000000000
evaluations raw_y
1 -77.0000000000
2 -33.0000000000
5 -22.0000000000
96 -11.0000000000
385 0.0000000000
728 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -66.0000000000
3 -44.0000000000
4 -33.0000000000
5 -22.0000000000
58 -11.0000000000
219 0.0000000000
493 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -44.0000000000
2 -11.0000000000
85 0.0000000000
230 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -33.0000000000
10 -11.0000000000
519 0.0000000000
1260 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -44.0000000000
6 -33.0000000000
8 -22.0000000000
31 -11.0000000000
76 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -55.0000000000
2 -33.0000000000
16 -22.0000000000
134 -11.0000000000
168 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -22.0000000000
80 -11.0000000000
342 0.0000000000
1305 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -44.0000000000
2 -33.0000000000
13 -22.0000000000
78 -11.0000000000
352 0.0000000000
586 11.0000000000
5000 11.0000000000
evaluations raw_y
1 -55.0000000000
2 -44.0000000000
5 -33.0000000000
37 -22.0000000000
197 -11.0000000000
200 0.0000000000
5000 -11.0000000000
