evaluations raw_y
1 -27.0000000000
5 -18.0000000000
25 0.0000000000
308 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -18.0000000000
73 -9.0000000000
152 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -9.0000000000
109 0.0000000000
252 9.0000000000
5000 9.0000000000
evaluations raw_y
1 0.0000000000
107 9.0000000000
5000 -9.0000000000
evaluations raw_y
1 -54.0000000000
2 -27.0000000000
11 -9.0000000000
80 0.0000000000
2327 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -36.0000000000
2 -27.0000000000
12 -18.0000000000
37 -9.0000000000
84 0.0000000000
292 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -36.0000000000
2 -18.0000000000
3 -9.0000000000
18 0.0000000000
472 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -9.0000000000
31 0.0000000000
5000 -18.0000000000
evaluations raw_y
1 -63.0000000000
2 -27.0000000000
4 -18.0000000000
16 -9.0000000000
72 0.0000000000
556 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -36.0000000000
2 -27.0000000000
6 -18.0000000000
44 -9.0000000000
123 0.0000000000
319 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -18.0000000000
4 -9.0000000000
11 0.0000000000
193 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -36.0000000000
3 -18.0000000000
52 -9.0000000000
84 0.0000000000
558 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -27.0000000000
27 -18.0000000000
42 -9.0000000000
50 0.0000000000
281 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -27.0000000000
10 -18.0000000000
15 -9.0000000000
62 0.0000000000
166 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -27.0000000000
3 -18.0000000000
11 -9.0000000000
27 0.0000000000
305 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -45.0000000000
3 -27.0000000000
28 -18.0000000000
47 -9.0000000000
56 0.0000000000
234 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -9.0000000000
32 0.0000000000
85 9.0000000000
5000 -9.0000000000
evaluations raw_y
1 -45.0000000000
2 -27.0000000000
5 -9.0000000000
244 0.0000000000
1294 9.0000000000
5000 -9.0000000000
evaluations raw_y
1 -36.0000000000
3 -27.0000000000
13 -9.0000000000
93 0.0000000000
607 9.0000000000
5000 9.0000000000
evaluations raw_y
1 -9.0000000000
85 0.0000000000
5000 0.0000000000
