evaluations raw_y
1 -60.0000000000
2 -50.0000000000
3 -30.0000000000
4 -20.0000000000
29 -10.0000000000
91 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -60.0000000000
2 -50.0000000000
3 -40.0000000000
4 -30.0000000000
19 -20.0000000000
25 -10.0000000000
100 0.0000000000
357 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -40.0000000000
4 -30.0000000000
21 -20.0000000000
28 -10.0000000000
75 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -40.0000000000
3 -30.0000000000
6 -20.0000000000
59 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -40.0000000000
3 -30.0000000000
23 -20.0000000000
93 -10.0000000000
272 0.0000000000
274 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -20.0000000000
11 -10.0000000000
205 0.0000000000
441 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -40.0000000000
3 -20.0000000000
50 -10.0000000000
101 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -50.0000000000
2 -40.0000000000
4 -30.0000000000
10 -20.0000000000
58 -10.0000000000
142 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -30.0000000000
24 -10.0000000000
117 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -10.0000000000
203 0.0000000000
363 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -20.0000000000
6 -10.0000000000
63 0.0000000000
330 10.0000000000
5000 -30.0000000000
evaluations raw_y
1 -50.0000000000
2 -30.0000000000
8 -20.0000000000
30 -10.0000000000
118 0.0000000000
312 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -60.0000000000
2 -40.0000000000
3 -30.0000000000
9 -10.0000000000
92 0.0000000000
354 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -20.0000000000
21 -10.0000000000
99 0.0000000000
417 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -80.0000000000
2 -10.0000000000
65 0.0000000000
645 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -30.0000000000
11 -20.0000000000
12 -10.0000000000
90 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -50.0000000000
2 -30.0000000000
25 -20.0000000000
86 -10.0000000000
118 0.0000000000
259 10.0000000000
5000 10.0000000000
evaluations raw_y
1 -20.0000000000
27 -10.0000000000
41 0.0000000000
5000 0.0000000000
evaluations raw_y
1 -50.0000000000
2 -30.0000000000
12 -20.0000000000
16 -10.0000000000
232 0.0000000000
5000 -30.0000000000
evaluations raw_y
1 -40.0000000000
10 -30.0000000000
17 -20.0000000000
27 -10.0000000000
128 0.0000000000
334 10.0000000000
5000 -20.0000000000
