evaluations raw_y
evaluations raw_y
1 -579.0000000000
4 -548.0000000000
10 -524.0000000000
22 -416.0000000000
27 -377.0000000000
50 -346.0000000000
57 -300.0000000000
79 -277.0000000000
80 -254.0000000000
90 -239.0000000000
114 -223.0000000000
121 -162.0000000000
173 -147.0000000000
182 -101.0000000000
202 -93.0000000000
212 -86.0000000000
224 -78.0000000000
229 -63.0000000000
231 -56.0000000000
246 -48.0000000000
271 -40.0000000000
279 -18.0000000000
344 -10.0000000000
370 -3.0000000000
414 -2.0000000000
460 -1.0000000000
620 6.0000000000
5000 5.0000000000
evaluations raw_y
1 -818.0000000000
3 -617.0000000000
4 -548.0000000000
16 -463.0000000000
22 -447.0000000000
36 -432.0000000000
50 -409.0000000000
63 -393.0000000000
64 -378.0000000000
79 -347.0000000000
88 -323.0000000000
109 -292.0000000000
110 -269.0000000000
111 -246.0000000000
118 -209.0000000000
140 -186.0000000000
146 -147.0000000000
213 -139.0000000000
221 -124.0000000000
223 -93.0000000000
227 -86.0000000000
238 -78.0000000000
244 -63.0000000000
263 -48.0000000000
289 -41.0000000000
293 -33.0000000000
294 -26.0000000000
300 -19.0000000000
316 -18.0000000000
319 -17.0000000000
328 -11.0000000000
350 -10.0000000000
435 -3.0000000000
472 -2.0000000000
503 5.0000000000
535 6.0000000000
761 7.0000000000
5000 -16.0000000000
evaluations raw_y
1 -811.0000000000
2 -555.0000000000
21 -409.0000000000
44 -332.0000000000
50 -309.0000000000
70 -254.0000000000
79 -223.0000000000
133 -216.0000000000
141 -193.0000000000
146 -169.0000000000
159 -93.0000000000
203 -86.0000000000
204 -71.0000000000
215 -54.0000000000
234 -31.0000000000
262 -24.0000000000
311 -16.0000000000
350 -9.0000000000
381 -2.0000000000
394 -1.0000000000
433 6.0000000000
5000 -9.0000000000
evaluations raw_y
1 -633.0000000000
3 -618.0000000000
6 -571.0000000000
9 -540.0000000000
18 -370.0000000000
49 -347.0000000000
51 -324.0000000000
53 -316.0000000000
54 -285.0000000000
81 -262.0000000000
90 -261.0000000000
108 -231.0000000000
110 -200.0000000000
111 -177.0000000000
139 -162.0000000000
144 -154.0000000000
147 -140.0000000000
169 -125.0000000000
179 -93.0000000000
203 -86.0000000000
230 -71.0000000000
236 -56.0000000000
287 -48.0000000000
295 -41.0000000000
327 -34.0000000000
346 -32.0000000000
395 -17.0000000000
409 -10.0000000000
424 -3.0000000000
444 -2.0000000000
464 3.0000000000
481 5.0000000000
611 6.0000000000
5000 5.0000000000
evaluations raw_y
1 -648.0000000000
2 -409.0000000000
26 -377.0000000000
49 -354.0000000000
50 -331.0000000000
61 -293.0000000000
78 -254.0000000000
80 -247.0000000000
94 -239.0000000000
103 -208.0000000000
114 -193.0000000000
138 -186.0000000000
139 -155.0000000000
140 -140.0000000000
141 -109.0000000000
177 -95.0000000000
186 -93.0000000000
202 -80.0000000000
204 -79.0000000000
210 -78.0000000000
217 -71.0000000000
231 -56.0000000000
236 -40.0000000000
240 -25.0000000000
304 -11.0000000000
328 -4.0000000000
351 -3.0000000000
382 -2.0000000000
409 -1.0000000000
416 4.0000000000
439 5.0000000000
455 6.0000000000
494 7.0000000000
5000 -16.0000000000
evaluations raw_y
1 -601.0000000000
2 -571.0000000000
4 -471.0000000000
25 -455.0000000000
36 -409.0000000000
50 -378.0000000000
51 -347.0000000000
56 -324.0000000000
61 -301.0000000000
79 -270.0000000000
80 -255.0000000000
90 -201.0000000000
116 -193.0000000000
138 -123.0000000000
155 -109.0000000000
159 -70.0000000000
192 -64.0000000000
202 -63.0000000000
208 -40.0000000000
256 -24.0000000000
270 -3.0000000000
330 -2.0000000000
346 5.0000000000
350 6.0000000000
442 7.0000000000
5000 -16.0000000000
evaluations raw_y
1 -649.0000000000
3 -354.0000000000
49 -323.0000000000
50 -300.0000000000
51 -285.0000000000
80 -254.0000000000
81 -231.0000000000
114 -216.0000000000
119 -208.0000000000
122 -185.0000000000
141 -162.0000000000
199 -147.0000000000
201 -124.0000000000
257 -116.0000000000
286 -101.0000000000
295 -63.0000000000
332 -48.0000000000
370 -33.0000000000
380 -18.0000000000
457 -11.0000000000
467 -3.0000000000
485 4.0000000000
539 5.0000000000
562 6.0000000000
576 7.0000000000
5000 -16.0000000000
evaluations raw_y
1 -764.0000000000
3 -640.0000000000
4 -470.0000000000
22 -455.0000000000
26 -339.0000000000
49 -308.0000000000
50 -277.0000000000
88 -193.0000000000
111 -170.0000000000
152 -155.0000000000
153 -147.0000000000
170 -132.0000000000
171 -117.0000000000
195 -116.0000000000
196 -93.0000000000
214 -85.0000000000
216 -71.0000000000
246 -39.0000000000
259 -24.0000000000
282 -18.0000000000
291 -11.0000000000
347 -3.0000000000
349 -2.0000000000
483 5.0000000000
499 6.0000000000
693 7.0000000000
770 8.0000000000
5000 -23.0000000000
evaluations raw_y
1 -857.0000000000
2 -594.0000000000
7 -486.0000000000
31 -378.0000000000
49 -355.0000000000
50 -332.0000000000
51 -309.0000000000
64 -308.0000000000
66 -285.0000000000
76 -277.0000000000
79 -254.0000000000
89 -193.0000000000
111 -162.0000000000
119 -139.0000000000
139 -116.0000000000
141 -93.0000000000
185 -86.0000000000
203 -63.0000000000
210 -55.0000000000
236 -47.0000000000
267 -40.0000000000
279 -32.0000000000
299 -25.0000000000
303 -24.0000000000
318 -17.0000000000
326 -10.0000000000
361 -3.0000000000
381 4.0000000000
417 5.0000000000
479 6.0000000000
5000 5.0000000000
evaluations raw_y
1 -633.0000000000
3 -602.0000000000
13 -594.0000000000
16 -540.0000000000
23 -501.0000000000
35 -486.0000000000
48 -470.0000000000
53 -455.0000000000
54 -432.0000000000
66 -393.0000000000
80 -370.0000000000
86 -339.0000000000
94 -308.0000000000
110 -277.0000000000
140 -246.0000000000
148 -238.0000000000
170 -215.0000000000
171 -192.0000000000
181 -146.0000000000
201 -115.0000000000
219 -101.0000000000
232 -78.0000000000
234 -63.0000000000
262 -56.0000000000
264 -41.0000000000
290 -34.0000000000
320 -33.0000000000
374 -27.0000000000
375 -26.0000000000
386 -19.0000000000
410 -4.0000000000
440 -3.0000000000
473 4.0000000000
504 5.0000000000
2809 6.0000000000
2962 7.0000000000
5000 -16.0000000000
