evaluations raw_y
29316 0.0187450179
29381 0.0187450173
29575 0.0187450170
29852 0.0187450167
30233 0.0187450166
30619 0.0187450165
30655 0.0187450164
30696 0.0187450162
30857 0.0187450161
31211 0.0187450159
31411 0.0187450158
31589 0.0187450157
32213 0.0187450155
33476 0.0187450154
34679 0.0187450152
36145 0.0187450150
36903 0.0187450149
37705 0.0187450148
39847 0.0187450147
40563 0.0187450146
41744 0.0187450145
42212 0.0187450143
43730 0.0187450142
45278 0.0187450140
46318 0.0187450139
47836 0.0187450138
48989 0.0187450137
49880 0.0187450136
50000 0.0187450139
evaluations raw_y
1 30.7905646592
2 13.4369081149
4 8.9917190031
11 7.8056038064
27 7.4381853013
39 4.9871874958
108 2.5977855309
296 2.3815798732
1634 2.3735998431
2049 2.1335415343
4780 1.9032853357
5282 1.6674526683
5361 1.6514818871
5500 1.4365763563
5572 1.3889530200
5817 1.3544114624
5876 1.1330579239
5909 0.8779417900
6094 0.6086185917
6539 0.2927657023
7227 0.2688767400
7630 0.2649826024
7886 0.2569027390
7932 0.2458848477
8032 0.2253577521
8345 0.2125965817
8398 0.1957354290
8438 0.1784687659
8757 0.1601176176
8870 0.1579655112
9096 0.1522785888
9167 0.1418324299
9184 0.1257438551
9549 0.1250805673
9593 0.1189742168
9629 0.1152165528
9753 0.1120529793
9802 0.1111665342
9812 0.1104891480
10024 0.1078887535
10045 0.0985973160
10108 0.0949665573
10539 0.0935490187
10709 0.0927837716
10829 0.0919375167
10830 0.0902270978
10916 0.0884209604
11141 0.0855864116
11587 0.0848854059
11662 0.0842483425
11791 0.0839430346
11907 0.0838389531
11987 0.0834788072
12138 0.0828754603
12185 0.0818370136
12352 0.0807842214
12421 0.0805633099
12676 0.0805203358
12766 0.0804051719
12800 0.0793793478
12892 0.0791199853
12902 0.0790590038
13014 0.0787799588
13239 0.0787311910
13280 0.0783512347
13329 0.0781372444
13582 0.0780318775
13730 0.0779354031
14176 0.0779054917
14220 0.0778768774
14227 0.0778024664
14268 0.0777446808
14395 0.0777444690
14424 0.0777398955
14521 0.0776398712
14602 0.0775592237
14661 0.0773867182
14797 0.0773636019
14900 0.0772313964
15029 0.0771087604
15077 0.0770969818
15396 0.0770631356
15458 0.0769968670
15548 0.0769547282
15585 0.0769197102
15668 0.0768956443
16029 0.0768165210
16172 0.0768137709
16217 0.0767688235
16451 0.0767563531
16556 0.0767517481
16641 0.0767238067
16690 0.0767167546
16756 0.0767069447
17095 0.0767023037
17245 0.0766964569
17253 0.0766852949
17285 0.0766696144
17362 0.0766585784
17558 0.0766513141
17570 0.0766486354
17576 0.0766455920
17800 0.0766402168
18109 0.0766355516
18367 0.0766327618
18447 0.0766326472
18476 0.0766309225
18520 0.0766253597
18590 0.0766201133
18707 0.0766183800
18780 0.0766180316
18786 0.0766172864
18953 0.0766128998
19297 0.0766112950
19356 0.0766098358
19478 0.0766092677
19503 0.0766062340
19607 0.0766041371
19973 0.0766033950
20406 0.0766027237
20501 0.0766022447
20562 0.0766010576
20780 0.0765985929
21659 0.0765981245
22213 0.0765980396
22336 0.0765980348
22420 0.0765976230
22941 0.0765975650
23014 0.0765975065
23305 0.0765974913
23372 0.0765973958
23376 0.0765972108
23733 0.0765971854
23987 0.0765971673
24244 0.0765971671
24320 0.0765971446
24489 0.0765971291
24520 0.0765971185
24527 0.0765971103
24578 0.0765971050
24663 0.0765970861
24691 0.0765970592
24843 0.0765970532
24891 0.0765970350
25148 0.0765970243
25380 0.0765970179
25418 0.0765970121
25571 0.0765969951
25645 0.0765969842
25770 0.0765969800
26179 0.0765969797
26204 0.0765969731
26280 0.0765969708
26299 0.0765969659
26423 0.0765969545
27063 0.0765969498
27094 0.0765969461
27563 0.0765969442
27658 0.0765969432
27659 0.0765969400
27808 0.0765969395
27898 0.0765969378
28053 0.0765969372
28245 0.0765969369
28442 0.0765969365
28541 0.0765969364
28550 0.0765969341
29099 0.0765969340
29163 0.0765969337
29416 0.0765969336
29612 0.0765969328
29713 0.0765969324
29909 0.0765969323
29972 0.0765969319
30317 0.0765969316
30602 0.0765969313
31079 0.0765969311
31125 0.0765969309
31861 0.0765969307
43127 0.0765969306
50000 0.0765969310
evaluations raw_y
1 12.7830337477
6 9.8681437332
7 8.3524490675
11 7.6050819885
28 7.0227276974
37 6.9250286308
38 6.2347510384
106 4.4171885885
285 3.9858535602
330 3.0432562334
811 2.3042765058
1859 1.8297567171
4320 1.7856336900
5065 1.5541240749
5323 1.5015072762
5335 1.3942449293
5499 1.3655115463
5658 1.0852518402
5881 0.8162231029
6337 0.7522915055
6586 0.7245695156
6596 0.6294003448
6876 0.6119812064
6930 0.5877259752
6973 0.5875515489
7028 0.5116716140
7038 0.4655978119
7284 0.4396425192
7291 0.2554357120
8091 0.2504956033
8152 0.2307524361
8770 0.2274746728
8833 0.2228712176
8837 0.1996950946
8974 0.1925291728
9082 0.1924867176
9614 0.1754571036
9829 0.1721486505
10141 0.1588696099
10460 0.1580258006
10526 0.1531139489
10666 0.1523715267
10819 0.1522037806
10823 0.1507225420
11074 0.1486130971
11087 0.1471711391
11258 0.1450158179
11659 0.1436762973
11721 0.1426672168
11909 0.1413698133
12274 0.1409807066
12284 0.1403485998
12321 0.1386740504
12398 0.1383942397
12575 0.1380384876
12646 0.1374829942
12730 0.1369284992
13304 0.1366716269
13324 0.1365611623
13361 0.1353750329
14036 0.1352632446
14037 0.1351146868
14238 0.1349474426
14441 0.1345244672
14785 0.1343473735
14887 0.1343165371
14930 0.1342393626
15069 0.1341689875
15161 0.1341165647
15195 0.1341107110
15310 0.1339480373
15821 0.1339402790
15845 0.1339110774
16082 0.1337459316
16415 0.1337021698
16891 0.1336742146
16944 0.1336649794
17087 0.1336605554
17326 0.1336577217
17389 0.1336572665
17622 0.1336456541
17750 0.1336278454
17840 0.1336198668
17927 0.1336057164
18058 0.1336056624
18141 0.1335944614
18195 0.1335835662
18452 0.1335804837
18611 0.1335787840
18848 0.1335712719
19068 0.1335696147
19080 0.1335669524
19218 0.1335662284
19255 0.1335661568
19264 0.1335615359
19340 0.1335577800
19396 0.1335570139
19834 0.1335566548
19915 0.1335548858
19930 0.1335480274
20435 0.1335475500
20603 0.1335473174
20695 0.1335462923
20766 0.1335462623
20916 0.1335444707
21022 0.1335424468
21361 0.1335417137
21576 0.1335415435
21729 0.1335410177
21917 0.1335401157
22067 0.1335397870
22845 0.1335396458
22925 0.1335393324
23317 0.1335392803
23449 0.1335392602
23477 0.1335391706
23648 0.1335389603
23906 0.1335388834
24315 0.1335387810
24610 0.1335387678
24770 0.1335387449
24795 0.1335387218
24858 0.1335387127
25253 0.1335386905
25274 0.1335386806
25362 0.1335386374
25481 0.1335386216
25508 0.1335386142
25638 0.1335386130
25816 0.1335386051
26099 0.1335385785
26180 0.1335385774
26708 0.1335385769
26868 0.1335385714
26910 0.1335385639
27002 0.1335385598
27135 0.1335385556
27204 0.1335385426
27462 0.1335385417
27600 0.1335385401
27637 0.1335385339
27665 0.1335385288
27770 0.1335385283
27910 0.1335385280
28010 0.1335385273
28034 0.1335385253
28057 0.1335385248
28093 0.1335385243
28105 0.1335385235
28113 0.1335385226
28358 0.1335385225
28369 0.1335385211
28418 0.1335385191
28460 0.1335385168
28614 0.1335385166
28617 0.1335385162
28777 0.1335385140
28879 0.1335385120
29024 0.1335385113
29345 0.1335385109
29449 0.1335385099
29563 0.1335385095
29729 0.1335385089
30018 0.1335385081
30301 0.1335385075
30472 0.1335385069
30506 0.1335385068
30798 0.1335385064
31029 0.1335385062
31213 0.1335385059
31245 0.1335385055
32028 0.1335385052
32411 0.1335385051
32531 0.1335385049
38902 0.1335385048
50000 0.1335385053
evaluations raw_y
1 17.9724070917
2 14.7090938936
3 4.0691846954
158 3.7707147003
190 3.1285602780
302 2.1689590205
3539 1.7842922060
5086 1.7615556512
5234 1.1384007618
5309 0.9827493016
5731 0.8251572394
5940 0.8129688864
5953 0.6194872995
6002 0.6080542467
6173 0.5668194587
6436 0.5272076869
6735 0.4954695526
6741 0.4083221105
6751 0.3790559683
6820 0.2854675908
7059 0.1855719166
7336 0.1509133330
7592 0.1173005598
7934 0.1122425507
8138 0.0957777530
8324 0.0631253453
8778 0.0609008123
9086 0.0589002044
9126 0.0568964930
9166 0.0466470367
9191 0.0447102720
9310 0.0428651709
9653 0.0402605795
9834 0.0391052413
10052 0.0381317456
10102 0.0358569936
10176 0.0342775622
10197 0.0327727188
10471 0.0315682715
10476 0.0300492286
10729 0.0295538082
10750 0.0289402625
10930 0.0288437516
11000 0.0287257085
11008 0.0281983879
11066 0.0271907358
11068 0.0271783013
11234 0.0259937499
11274 0.0252982978
11370 0.0252468054
11421 0.0230628980
11827 0.0211170731
12414 0.0208485581
12630 0.0200376795
12794 0.0194255641
13015 0.0193275576
13559 0.0192707988
13743 0.0192530206
13776 0.0190456826
13901 0.0189714591
14104 0.0189701238
14118 0.0187836443
14244 0.0186012824
14532 0.0184484847
14987 0.0184131217
15120 0.0183653942
15220 0.0183272238
15261 0.0182772827
15453 0.0182300078
15478 0.0182190630
15571 0.0181819291
15656 0.0181691881
15844 0.0181683155
15996 0.0181637524
16156 0.0181416049
16277 0.0181093787
16769 0.0180957275
16867 0.0180926626
16885 0.0180904714
16934 0.0180896022
17004 0.0180837481
17013 0.0180773390
17065 0.0180738495
17088 0.0180708768
17411 0.0180684990
17486 0.0180670718
17505 0.0180519059
17654 0.0180484738
18082 0.0180445627
18231 0.0180431915
18375 0.0180410319
18560 0.0180386062
18663 0.0180379489
18733 0.0180361403
18861 0.0180354128
18903 0.0180345094
18966 0.0180333617
19034 0.0180298406
19344 0.0180293359
19484 0.0180283646
19544 0.0180271899
19768 0.0180268235
19809 0.0180251637
19977 0.0180238953
20238 0.0180231768
20544 0.0180230709
20639 0.0180220755
20859 0.0180219428
21040 0.0180219111
21051 0.0180206591
21387 0.0180206458
21478 0.0180203848
21530 0.0180201272
21855 0.0180200002
21867 0.0180199625
21970 0.0180198616
22075 0.0180194930
22282 0.0180194003
22683 0.0180193184
22963 0.0180193169
23028 0.0180192868
23070 0.0180191994
23121 0.0180191346
23254 0.0180191331
23312 0.0180190822
23538 0.0180190484
23582 0.0180189974
23611 0.0180189330
23938 0.0180188601
24061 0.0180188363
24342 0.0180188083
24591 0.0180187850
24989 0.0180187726
25092 0.0180187350
25555 0.0180187225
25734 0.0180187198
25777 0.0180187077
25991 0.0180187019
26075 0.0180187007
26101 0.0180186997
26403 0.0180186991
26413 0.0180186989
26576 0.0180186953
26596 0.0180186857
27020 0.0180186823
27119 0.0180186806
27288 0.0180186763
27321 0.0180186759
27473 0.0180186733
27492 0.0180186726
27700 0.0180186712
27925 0.0180186699
27948 0.0180186690
27958 0.0180186686
28082 0.0180186671
28165 0.0180186658
28215 0.0180186628
28263 0.0180186622
28645 0.0180186610
29068 0.0180186609
29083 0.0180186603
29118 0.0180186597
29418 0.0180186594
29590 0.0180186592
29890 0.0180186589
29931 0.0180186588
29963 0.0180186584
29991 0.0180186582
30363 0.0180186581
30508 0.0180186579
30651 0.0180186576
30929 0.0180186575
31085 0.0180186573
31298 0.0180186572
32025 0.0180186570
33449 0.0180186569
34996 0.0180186568
39358 0.0180186567
42696 0.0180186566
45966 0.0180186564
50000 0.0180186568
evaluations raw_y
1 16.8270898365
2 9.1374859422
4 7.7843381575
32 7.6515021328
35 7.0267330784
38 4.9116876011
102 4.6889613122
108 4.1783091556
112 3.5533732896
380 3.1307122732
458 2.5772377466
475 2.3846050845
625 2.2438163182
5126 2.0374670973
5171 1.4351881614
5228 0.5289330237
6290 0.4989610092
6507 0.3290361952
6596 0.2452284360
6689 0.2397717621
6865 0.2294165150
6917 0.1282258853
7621 0.1260248080
7627 0.1250421868
7775 0.1138621121
7955 0.1012323221
8190 0.0827976216
8325 0.0719505247
8410 0.0697880556
8666 0.0659827631
8806 0.0643039192
8818 0.0545527574
8872 0.0467657605
9120 0.0394710543
9435 0.0380229495
9545 0.0366780986
9744 0.0354773511
9826 0.0349882075
9854 0.0342288432
9857 0.0341028333
9952 0.0286691269
10028 0.0265106576
10071 0.0262439964
10117 0.0235216113
10135 0.0211652885
10368 0.0204608717
10400 0.0194540440
10521 0.0170842340
10716 0.0166012552
10756 0.0159240439
10852 0.0155076432
10999 0.0153126913
11108 0.0151661287
11160 0.0144122448
11218 0.0134849153
11369 0.0133705815
11689 0.0133442185
11734 0.0127853993
11766 0.0124840093
11906 0.0122033250
11962 0.0119659075
11976 0.0118778128
12055 0.0113599730
12112 0.0110507384
12249 0.0110255349
12294 0.0109087928
12685 0.0108028638
12709 0.0105224511
12800 0.0097691072
12864 0.0093393980
13626 0.0091650727
13662 0.0090667930
13991 0.0090054977
14029 0.0088242705
14180 0.0087844328
14355 0.0087254288
14536 0.0087186075
14993 0.0086783331
15051 0.0086637312
15140 0.0086622474
15198 0.0086438425
15331 0.0086330469
15352 0.0086011618
15577 0.0085292124
15760 0.0085122257
15958 0.0084864848
16124 0.0084813925
16181 0.0084572155
16254 0.0084545782
16463 0.0084502346
16637 0.0084392943
16777 0.0084288791
16844 0.0084180608
16913 0.0084080824
16937 0.0084073290
16980 0.0084007732
17068 0.0083945197
17335 0.0083852793
17365 0.0083832006
17427 0.0083677508
17616 0.0083629150
18377 0.0083620645
18466 0.0083566619
18932 0.0083552650
18940 0.0083526852
19039 0.0083515896
19267 0.0083505032
19415 0.0083473180
19695 0.0083466349
19858 0.0083465844
19887 0.0083463406
20116 0.0083455301
20457 0.0083451623
20663 0.0083437112
20862 0.0083436122
21000 0.0083432352
21059 0.0083430849
21196 0.0083429210
21197 0.0083428877
21573 0.0083427404
21584 0.0083424302
21822 0.0083424160
21866 0.0083424056
22041 0.0083423911
22109 0.0083422843
22140 0.0083422302
22252 0.0083421373
22397 0.0083421279
22456 0.0083420539
22542 0.0083419624
22635 0.0083418431
22821 0.0083418280
22993 0.0083417758
23040 0.0083417716
23056 0.0083416729
23232 0.0083416298
23447 0.0083416255
23467 0.0083416186
23685 0.0083415928
23726 0.0083415359
23915 0.0083415275
24153 0.0083414767
24554 0.0083414759
24598 0.0083414730
24629 0.0083414603
24688 0.0083414440
24874 0.0083414317
25060 0.0083414264
25084 0.0083413989
25410 0.0083413965
25431 0.0083413930
26058 0.0083413871
26195 0.0083413862
26299 0.0083413843
26432 0.0083413819
26504 0.0083413803
26665 0.0083413802
